sku,chunk_text,semantic_score,category,price_tier
SKJ001B-CU6722-6PC-MODULAR_8040585986218_47520220315818,6-piece oversized modular sofa with chaise.,14,sofa,luxury
SKJ001B-CU6722-CORNER-MODULAR_8039456702634_47520200687786,5-piece oversized modular sectional.,13,sofa,luxury
SKJ001B-CU6722-5PC-SOFA_8039456702634_47520200655018,5-piece oversized modular sectional.,13,sofa,luxury
SKJ001B-CU6722-3PC-SOFA_8039382024362_47520083050666,3-piece oversized modular sofa.,11,sofa,premium
MEA5027-L7502_8269149700266_47516322693290,seat dimension: 20.,0,chair,luxury
MEA5027-L7519_8269149700266_47516322660522,seat dimension: 20.,0,chair,luxury
MEA5027-L7520_8269149700266_47516322627754,seat dimension: 20.,0,chair,luxury
DT7204-2000-OAK-DC_8233166864554_47465483403434,350-lb table base + 250-lb rated chairs (per seat).,4,table,luxury
DT7204-2000-WALNUT-DC_8233166864554_47465483370666,350-lb table base + 250-lb rated chairs (per seat).,4,table,luxury
MEA022-CU6724_8255917228202_47471896625322,seat dimension: 20.,0,chair,premium
MEA022-CU6723_8255917228202_47471896592554,seat dimension: 20.,0,chair,premium
MEA022-CU6722_8255917228202_47471896559786,seat dimension: 20.,0,chair,premium
DT7203-1800-WALNUT-DC_8235052171434_47465478586538,heavy-duty build: solid wood base with patented adjustable foot.,0,table,luxury
DT7202-1500-WALNUT-DC_8235051647146_47465368420522,350-lb table base + 250-lb rated chairs (per seat).,4,table,luxury
DT7201-1500-OAK-DC_8231517356202_47465346039978,heavy-duty build: 350-lb table base + 250-lb rated chairs (per seat).,4,table,luxury
DT7201-1500-WALNUT-DC_8231517356202_47465345974442,heavy-duty build: 350-lb table base + 250-lb rated chairs (per seat).,4,table,luxury
DT7201-1190-WALNUT-DC_8231517356202_47465345941674,heavy-duty build: 350-lb table base + 250-lb rated chairs (per seat).,4,table,luxury
DC7502-PU6030_8249096077482_47446336077994,"style and function unite in one smart, mobile seat.",5,chair,premium
DC7502-G0402190_8249096077482_47446336045226,"style and function unite in one smart, mobile seat.",5,chair,premium
ME7A6067-XL-NP20097_7976510226602_47391929663658,seat dimension: 21.,0,chair,luxury
S7011-G0201691-O_8206277148842_47287765237930,seat firmness: medium.,0,sofa,luxury
S7011-G0201691-3S-O_8206277148842_47287697309866,seat firmness: medium.,0,sofa,luxury
DC7108-FG33717-02_8236145082538_47408001613994,seat dimension: 17.,0,chair,high
S7011-G0201621-3S-O_8206277148842_47287697342634,seat firmness: medium.,0,sofa,luxury
S7003-G0202320W-AL_7681985216682_47282505449642,ottoman overall size: 44.,3,sofa,luxury
S7003-G0202320W-O_7681985216682_47282505351338,ottoman overall size: 44.,3,sofa,premium
S7003-G0202320W-CT_8143042674858_47282498928810,ottoman overall size: 44.,3,sofa,high
S7003-G0202320W-C_8143048966314_47282494046378,ottoman overall size: 44.,3,sofa,luxury
SKJ801-G0405970-SEC-RCL_8248444125354_47442599608490,free swatches available.,0,sofa,luxury
SKJ801-G0405970-SEC-LCL_8248444125354_47442599575722,free swatches available.,0,sofa,luxury
SKJ801-G0402911-SEC-RCL_8248444125354_47442599542954,free swatches available.,0,sofa,luxury
SKJ801-G0402911-SEC-LCL_8248444125354_47442599510186,free swatches available.,0,sofa,luxury
DT7204-2000-OAK_8233166864554_47401974956202,350-lb table base + 250-lb rated chairs (per seat).,4,table,luxury
DT7204-2000-WALNUT_8233166864554_47401974890666,350-lb table base + 250-lb rated chairs (per seat).,4,table,luxury
SKJ801-G0405970-AL_8248444158122_47442599674026,one package – 1 armless chair,9,sofa,luxury
SKJ801-G0402911-AL_8248444158122_47442599641258,one package – 1 armless chair,9,sofa,luxury
SKJ801-G0405970-2PC-SOFA_8248444059818_47442599411882,free swatches available.,0,sofa,luxury
SKJ801-G0402911-2PC-SOFA_8248444059818_47442599379114,free swatches available.,0,sofa,luxury
SKJ801-G0405970-3PC-SOFA_8248444092586_47442599477418,free swatches available.,0,sofa,luxury
SKJ801-G0402911-3PC-SOFA_8248444092586_47442599444650,free swatches available.,0,sofa,luxury
MEA5039-5138_8247660708010_47440007823530,seat dimension: 21.,0,chair,luxury
MEA5039-504_8247660708010_47440007790762,seat dimension: 21.,0,chair,luxury
MEA5038-BK1306_8247660642474_47440007495850,seat dimension: 21.,0,chair,luxury
MEA5038-BK1316_8247660642474_47440007463082,seat dimension: 21.,0,chair,luxury
MEA5038-5138_8247660642474_47440007430314,seat dimension: 21.,0,chair,luxury
MEA5038-504_8247660642474_47440007397546,seat dimension: 21.,0,chair,luxury
S7003-G0303970W-AL_7681985216682_47282505416874,ottoman overall size: 44.,3,sofa,luxury
S7003-G0303970W-O_7681985216682_47282505318570,ottoman overall size: 44.,3,sofa,premium
S7003-G0303970W-CT_8143042674858_47282498896042,ottoman overall size: 44.,3,sofa,high
S7003-G0303970W-C_8143048966314_47282494013610,ottoman overall size: 44.,3,sofa,luxury
MEA130C-CU013-HR_7970439168170_47427644784810,seat dimension: 21.,0,chair,premium
MEA130C-G0402190-HR_7970439168170_47427531899050,seat dimension: 21.,0,chair,premium
MEA130C-CU6722-HR_7970439168170_47427531866282,seat dimension: 21.,0,chair,luxury
SKJ012-G0500770-C_8242502762666_47423200886954,seat firmness: medium.,0,sofa,luxury
SKJ012-A0405510-C_8242502762666_47423200723114,seat firmness: medium.,0,sofa,luxury
SKJ012-G0500770-AL_8242501517482_47423200493738,seat firmness: medium.,0,sofa,premium
SKJ012-A0405510-AL_8242501517482_47423199215786,seat firmness: medium.,0,sofa,premium
SKJ012-G0500770-5PC-MODULAR_8241994203306_47422737940650,seat firmness: medium.,0,sofa,luxury
SKJ012-G0500770-2PC-SOFA_8242047647914_47422736761002,seat firmness: medium.,0,sofa,luxury
SKJ012-G0500770-3PC-SOFA_8241997643946_47422736695466,seat firmness: medium.,0,sofa,luxury
SKJ012-G0500770-4PC-MODULAR_8241996791978_47422736498858,seat firmness: medium.,0,sofa,luxury
SKJ012-A0405510-2PC-SOFA_8242047647914_47422604640426,seat firmness: medium.,0,sofa,luxury
SKJ012-A0405510-3PC-SOFA_8241997643946_47422502797482,seat firmness: medium.,0,sofa,luxury
SKJ012-A0405510-4PC-MODULAR_8241996791978_47422501519530,seat firmness: medium.,0,sofa,luxury
SKJ012-A0405510-5PC-MODULAR_8241994203306_47422497718442,seat firmness: medium.,0,sofa,luxury
DT7203-1800-OAK_8235052171434_47405399310506,heavy-duty build: solid wood base with patented adjustable foot.,0,table,premium
DT7203-1800-WALNUT_8235052171434_47405399277738,heavy-duty build: solid wood base with patented adjustable foot.,0,table,premium
DC7108-FG33717-06_8236145082538_47408065151146,seat dimension: 17.,0,chair,high
DT7202-1500-OAK_8235051647146_47405398818986,350-lb table base + 250-lb rated chairs (per seat).,4,table,premium
DT7202-1500-WALNUT_8235051647146_47405398786218,350-lb table base + 250-lb rated chairs (per seat).,4,table,premium
DT7201-1500-OAK_8231517356202_47398599753898,heavy-duty build: 350-lb table base + 250-lb rated chairs (per seat).,4,table,premium
DT7201-1500-WALNUT_8231517356202_47398599721130,heavy-duty build: 350-lb table base + 250-lb rated chairs (per seat).,4,table,premium
DT7201-1190-OAK_8231517356202_47398575407274,heavy-duty build: 350-lb table base + 250-lb rated chairs (per seat).,4,table,high
DT7201-1190-WALNUT_8231517356202_47398575341738,heavy-duty build: 350-lb table base + 250-lb rated chairs (per seat).,4,table,high
ME7A6067-XL-NP20099_7976510226602_47391929630890,seat dimension: 21.,0,chair,luxury
ME7A6067-XL-NP20104_7976510226602_47391929565354,seat dimension: 21.,0,chair,luxury
ME7A6067-XL-NP20121_7976510226602_47391929598122,seat dimension: 21.,0,chair,luxury
MEA015-L2201_8228092838058_47384359862442,"in the fully reclined position, the recliner opens up to a maximum angle of 135 degrees, perfect for naps.",-10,chair,luxury
MEA015-L1020_8228092838058_47384232263850,"in the fully reclined position, the recliner opens up to a maximum angle of 135 degrees, perfect for naps.",-10,chair,luxury
MEA015-U243022_8228092838058_47384232231082,"in the fully reclined position, the recliner opens up to a maximum angle of 135 degrees, perfect for naps.",-10,chair,luxury
BS7028-W3305-006-2_8221541793962_47354458341546,versatile elegance in acacia & rope.,0,chair,luxury
BS7028-W3305-006_8221541793962_47354458308778,versatile elegance in acacia & rope.,0,chair,premium
S7011-G0201621-3S_8206277148842_47287697277098,seat firmness: medium.,0,sofa,luxury
ME7A5029-NP20104_8221438181546_47353291669674,seat dimension: 22.,0,chair,luxury
ME7A5029-NP20099_8221438181546_47353256476842,seat dimension: 22.,0,chair,luxury
ME7A5029-NP20100_8221438181546_47353256444074,seat dimension: 22.,0,chair,luxury
BS72018-G0402170_7891137364138_47344486875306,elegant counter stool.,4,chair,high
S7003-G0303970W-4PC-MODULAR-C_7681981481130_47282586878122,seat firmness: soft.,-4,sofa,luxury
S7003-G0303920W-CT_8143042674858_47282498863274,ottoman overall size: 44.,3,sofa,high
S7003-G0303920W-C_8143048966314_47282493980842,ottoman overall size: 44.,3,sofa,luxury
S7003-G0303920W-4PC-MODULAR-O_8142994636970_47282463375530,seat firmness: soft.,-4,sofa,luxury
S7003-G0303920W-AL_7681985216682_47282505384106,ottoman overall size: 44.,3,sofa,luxury
S7003-G0303920W-O_7681985216682_47282505285802,ottoman overall size: 44.,3,sofa,premium
3-BS7Y029-311W-WALNUT_8206464450730_47288443371690,seat depth: 18.,8,chair,premium
2-BS7Y029-311W-WALNUT_8206464450730_47288443338922,seat depth: 18.,8,chair,high
3-BS7Y029-311W-NATUAL_8206464450730_47288424169642,seat depth: 18.,8,chair,premium
2-BS7Y029-311W-NATUAL_8206464450730_47288424136874,seat depth: 18.,8,chair,high
S7011-G0201691-3S_8206277148842_47287697244330,seat firmness: medium.,0,sofa,luxury
S7003-G0303970W-4PC-MODULAR-C-CT_7681981481130_47282586910890,seat firmness: soft.,-4,sofa,luxury
S7003-G0303920W-4PC-MODULAR-C-CT_7681981481130_47282586845354,seat firmness: soft.,-4,sofa,luxury
S7003-G0303920W-4PC-MODULAR-C_7681981481130_47282586812586,seat firmness: soft.,-4,sofa,luxury
S7003-G0303970W-4PC-MODULAR-CT_7681981481130_47282586714282,seat firmness: soft.,-4,sofa,luxury
S7003-G0303970W-4PC-MODULAR_7681981481130_47282586681514,seat firmness: soft.,-4,sofa,luxury
S7003-G0303920W-4PC-MODULAR-CT_7681981481130_47282586648746,seat firmness: soft.,-4,sofa,luxury
S7003-G0303920W-4PC-MODULAR_7681981481130_47282586615978,seat firmness: soft.,-4,sofa,luxury
S7003-G0303970W-2PC-SOFA-O_7681977090218_47282554142890,seat firmness: soft.,-4,sofa,luxury
S7003-G0303920W-2PC-SOFA-O_7681977090218_47282554110122,seat firmness: soft.,-4,sofa,luxury
S7003-G0303970W-3PC-SOFA-CT_7681977090218_47282554011818,seat firmness: soft.,-4,sofa,luxury
S7003-G0303970W-3PC-SOFA_7681977090218_47282553979050,seat firmness: soft.,-4,sofa,luxury
S7003-G0303920W-3PC-SOFA-CT_7681977090218_47282553946282,seat firmness: soft.,-4,sofa,luxury
S7003-G0303920W-3PC-SOFA_7681977090218_47282553913514,seat firmness: soft.,-4,sofa,luxury
S7003-G0303970W-2PC-SOFA-CT_7681905688746_47282521931946,seat firmness: soft.,-4,sofa,luxury
S7003-G0303970W-2PC-SOFA_7681905688746_47282521899178,seat firmness: soft.,-4,sofa,luxury
S7003-G0303920W-2PC-SOFA-CT_7681905688746_47282521866410,seat firmness: soft.,-4,sofa,luxury
S7003-G0303920W-2PC-SOFA_7681905688746_47282521833642,seat firmness: soft.,-4,sofa,luxury
S7003-G0303970W-4PC-MODULAR-O_8142994636970_47282463441066,seat firmness: soft.,-4,sofa,luxury
SET-MS76001-NP20104-3PC_8141441499306_46792904442026,weight capacity: 350 lbs.,-8,sofa,luxury
SET-MS76001-NP20104-2PC_8141441499306_46792632729770,weight capacity: 350 lbs.,-8,sofa,luxury
MS76001-NP20100-AL_8142884274346_46796962332842,keeping them within easy reach.,-16,sofa,premium
MS76001-NP20104-AL_8142884274346_46796962300074,keeping them within easy reach.,-16,sofa,premium
SET-MS76001-NP20100-3PC_8141441499306_46792904540330,weight capacity: 350 lbs.,-8,sofa,luxury
S72637-G0400801-6PC-MODULAR_8143036678314_46800289562794,seat firmness: soft.,-4,sofa,luxury
S72637-G0400801-4PC-MODULAR-C-CT_7681981481130_46800043737258,seat firmness: soft.,-4,sofa,luxury
S72637-G0400801-4PC-MODULAR-CT_7681981481130_46800043671722,seat firmness: soft.,-4,sofa,luxury
S72637-G0400801-4PC-MODULAR-C_7681981481130_46800043344042,seat firmness: soft.,-4,sofa,luxury
S72637-G0400801-4PC-MODULAR-O_8142994636970_46800043114666,seat firmness: soft.,-4,sofa,luxury
S72637-G0400801-3PC-SOFA-CT_7681977090218_46797424623786,seat firmness: soft.,-4,sofa,luxury
ME7A018-B-878-M_8131546153130_46757850611882,seat dimension: 21.,0,chair,luxury
ME7A018-B-878-L_8129865285802_46750000971946,seat dimension: 21.,0,chair,luxury
SKJ008-G0403491-3S_8126860034218_46737105125546,seat firmness: medium.,0,sofa,luxury
S78012-G0402170-CORNER-MODULAR-CT_7979047944362_46729293594794,5-piece corner modular sofa with larger seats.,14,sofa,luxury
ME7A017-G0402170_8144454418602_46809425117354,seat dimension: 22.,0,chair,luxury
S78012-G0402170-CT_8121176228010_46711761928362,spacious & versatile storage console.,7,sofa,high
ME7A018-G0500770-M_8131546153130_46757850644650,seat dimension: 21.,0,chair,luxury
ME7A018-G0402190-M_8131546153130_46757850546346,seat dimension: 21.,0,chair,luxury
ME7A018-G0500770-L_8129865285802_46750001004714,seat dimension: 21.,0,chair,luxury
ME7A018-G0402190-L_8129865285802_46749992648874,seat dimension: 21.,0,chair,luxury
ME7A018-G0402110-M_8131546153130_46757850579114,seat dimension: 21.,0,chair,luxury
ME7A018-G0402110-L_8129865285802_46749992681642,seat dimension: 21.,0,chair,luxury
S78012-G0402100-CORNER-MODULAR-CT_7979047944362_46729293562026,5-piece corner modular sofa with larger seats.,14,sofa,luxury
S7003-G0303970W-6PC-MODULAR_8143036678314_47282385977514,seat firmness: soft.,-4,sofa,luxury
S7003-G0303920W-6PC-MODULAR_8143036678314_47282385911978,seat firmness: soft.,-4,sofa,luxury
S78012-G0402190-CORNER-MODULAR-CT_7979047944362_46729293529258,5-piece corner modular sofa with larger seats.,14,sofa,luxury
S78012-G0402190-3PC-SOFA-CT_7721294561450_46729288712362,30% larger than most counterparts.,0,sofa,luxury
MEA5031-G0201691_8198440026282_47264312885418,seat dimension: 21.,0,chair,luxury
MEA5031-G0201621_8198440026282_47264312852650,seat dimension: 21.,0,chair,luxury
DC7073-A0603290W-GREY-2_8196885741738_47256142217386,seat dimension: 21.,0,chair,premium
DC7073-A0603290W-WALNUT-2_8196885741738_47256142184618,seat dimension: 21.,0,chair,premium
DC7073-A0603290W-GREY_8196885741738_47256046665898,seat dimension: 21.,0,chair,high
DC7073-A0603290W-WALNUT_8196885741738_47256046633130,seat dimension: 21.,0,chair,high
2-BS7017-A0603290W-GOLD_8131803054250_46759374520490,adjustable height range 34.,0,chair,high
S78012-G0402170-6PC-MODULAR-CT_7721297576106_46729493610666,6-piece u-shaped modular sofa with larger seats.,12,sofa,luxury
S78012-G0402100-6PC-MODULAR-CT_7721297576106_46729493577898,6-piece u-shaped modular sofa with larger seats.,12,sofa,luxury
S78012-G0402170-5PC-MODULAR-CT_7791606628522_46729294807210,5-piece modular sofa with larger seats.,12,sofa,luxury
S78012-G0402100-5PC-MODULAR-CT_7791606628522_46729294774442,5-piece modular sofa with larger seats.,12,sofa,luxury
S78012-G0402170-4PC-MODULAR-CT_7721294856362_46729291825322,4-piece modular sofa chaise with larger seats.,12,sofa,luxury
S78012-G0402100-4PC-MODULAR-CT_7721294856362_46729291792554,4-piece modular sofa chaise with larger seats.,12,sofa,luxury
S78012-G0402100-3PC-SOFA-CT_7721294561450_46729288745130,30% larger than most counterparts.,0,sofa,luxury
S78012-G0402100-2PC-SOFA-CT_7721291153578_46729283240106,seat firmness: medium.,0,sofa,luxury
ME7A016-G0402110_8192317456554_47236978639018,seat dimension: 21.,0,chair,premium
ME7A016-G0402190_8192317456554_47236978606250,seat dimension: 21.,0,chair,premium
2-BS7038-CKS03502_8184497537194_47189770764458,weight capacity: 300 lbs.,-8,chair,high
S78615-G0405970-3S_8165684904106_46942594367658,with an extra-deep of 26.,0,sofa,luxury
S78615-A0405590-3S_8165684904106_46942594334890,with an extra-deep of 26.,0,sofa,luxury
S78012-G0402170-3PC-SOFA-CT_7721294561450_46729288777898,30% larger than most counterparts.,0,sofa,luxury
BS7026-A0603211W-WALNUT-2_8161395900586_46913538130090,seat dimension: 21.,0,chair,luxury
BS7026-A0603290W-GREY-2_8161395900586_46913538097322,seat dimension: 21.,0,chair,luxury
BS7026-A0603290W-WALNUT-2_8161395900586_46913538064554,seat dimension: 21.,0,chair,luxury
BS7026-A0603211W-WALNUT_8161395900586_46910979440810,seat dimension: 21.,0,chair,premium
BS7026-A0603290W-GREY_8161395900586_46910979408042,seat dimension: 21.,0,chair,premium
BS7026-A0603290W-WALNUT_8161395900586_46910979375274,seat dimension: 21.,0,chair,premium
S78012-G0402190-6PC-MODULAR-CT_7721297576106_46729493545130,6-piece u-shaped modular sofa with larger seats.,12,sofa,luxury
S78012-G0402190-5PC-MODULAR-CT_7791606628522_46729294741674,5-piece modular sofa with larger seats.,12,sofa,luxury
S78012-G0402190-4PC-MODULAR-CT_7721294856362_46729291759786,4-piece modular sofa chaise with larger seats.,12,sofa,luxury
ME7A017-B-878_8144454418602_46809425084586,seat dimension: 22.,0,chair,luxury
ME7A017-G0201691_8144454418602_46809357910186,seat dimension: 22.,0,chair,luxury
2-BS7018-A290W-GUNMETAL_8143734898858_46804411547818,adjustable height range 35.,0,chair,high
2-BS7018-A0603290W-SILVER_8143734898858_46804411482282,adjustable height range 35.,0,chair,high
S7003-G0400801-C_8143048966314_46800348872874,ottoman overall size: 44.,3,sofa,luxury
S7003-G0400820-C_8143048966314_46800348840106,ottoman overall size: 44.,3,sofa,luxury
S7003-G0400820-CT_8143042674858_46800321085610,ottoman overall size: 44.,3,sofa,high
S7003-G0400801-CT_8143042674858_46800321052842,ottoman overall size: 44.,3,sofa,high
S72637-G0400820-6PC-MODULAR_8143036678314_46800289530026,seat firmness: soft.,-4,sofa,luxury
S72637-G0400820-4PC-MODULAR-C-CT_7681981481130_46800043704490,seat firmness: soft.,-4,sofa,luxury
S72637-G0400820-4PC-MODULAR-CT_7681981481130_46800043638954,seat firmness: soft.,-4,sofa,luxury
S72637-G0400820-4PC-MODULAR-C_7681981481130_46800043311274,seat firmness: soft.,-4,sofa,luxury
S72637-G0400820-4PC-MODULAR-O_8142994636970_46800043081898,seat firmness: soft.,-4,sofa,luxury
S72637-G0400820-3PC-SOFA-CT_7681977090218_46797424558250,seat firmness: soft.,-4,sofa,luxury
S72637-G0400801-2PC-SOFA-CT_7681905688746_46797414760618,seat firmness: soft.,-4,sofa,luxury
S72637-G0400820-2PC-SOFA-CT_7681905688746_46797414727850,seat firmness: soft.,-4,sofa,luxury
S72637-G0400801-2PC-SOFA-O_7681977090218_46797310492842,seat firmness: soft.,-4,sofa,luxury
S72637-G0400820-2PC-SOFA-O_7681977090218_46797310460074,seat firmness: soft.,-4,sofa,luxury
S78012-G0402170-2PC-SOFA-CT_7721291153578_46729283272874,seat firmness: medium.,0,sofa,luxury
KJWB007-CFF0041-1-Q_8131555066026_46757972443306,these cylindrical posts add a smooth geometric beauty to the entire bed.,-1,bed,premium
