sku,chunk_text,semantic_score,category,price_tier
SKJ001B-CU6722-O_8037500649642_47536895983786,,,sofa,high
SKJ001B-CU6722-O_8037500649642_47536895983786,,,sofa,high
SKJ015B-U243022-3PC-SOFA_8272885645482_47568989847722,,,sofa,luxury
SKJ015B-U243022-3PC-SOFA_8272885645482_47568989847722,,,sofa,luxury
SKJ015B-U243022-3PC-SOFA_8272885645482_47568989847722,,,sofa,luxury
SKJ015B-U243022-4PC-MODULAR_8272885711018_47568970711210,,,sofa,luxury
SKJ015B-U243022-4PC-MODULAR_8272885711018_47568970711210,,,sofa,luxury
SKJ015B-U243022-4PC-MODULAR_8272885711018_47568970711210,,,sofa,luxury
SKJ015B-U243022-CORNER-MODULAR_8272885743786_47568753754282,5-piece modular sectional (126.,11,sofa,luxury
SKJ015B-U243022-CORNER-MODULAR_8272885743786_47568753754282,,,sofa,luxury
SKJ015B-U243022-CORNER-MODULAR_8272885743786_47568753754282,,,sofa,luxury
SKJ015B-U243022-6PC-MODULAR_8272885776554_47568729473194,,,sofa,luxury
SKJ015B-U243022-6PC-MODULAR_8272885776554_47568729473194,,,sofa,luxury
SKJ015B-U243022-6PC-MODULAR_8272885776554_47568729473194,,,sofa,luxury
SKJ015B-U243022-AL_8273846468778_47568684056746,,,sofa,premium
SKJ015B-U243022-AL_8273846468778_47568684056746,,,sofa,premium
SKJ015B-U243022-AL_8273846468778_47568684056746,,,sofa,premium
SKJ015B-U243022-C_8273846861994_47568666591402,,,sofa,luxury
SKJ015B-U243022-C_8273846861994_47568666591402,,,sofa,luxury
SKJ015B-U243022-C_8273846861994_47568666591402,,,sofa,luxury
SKJ015B-U243022-2PC-SOFA_8276652523690_47566523465898,,,sofa,luxury
SKJ015B-U243022-2PC-SOFA_8276652523690_47566523465898,,,sofa,luxury
SKJ015B-U243022-2PC-SOFA_8276652523690_47566523465898,,,sofa,luxury
MEA025-T555010_8277139095722_47555533373610,,,chair,luxury
MEA025-T555010_8277139095722_47555533373610,,,chair,luxury
MEA025-T555010_8277139095722_47555533373610,,,chair,luxury
SKJ015-G0303970-2PC-SOFA_8276652523690_47554292056234,,,sofa,luxury
SKJ015-G0303970-2PC-SOFA_8276652523690_47554292056234,,,sofa,luxury
SKJ015-G0303970-2PC-SOFA_8276652523690_47554292056234,,,sofa,luxury
SKJ015-G0303910-2PC-SOFA_8276652523690_47554292023466,,,sofa,luxury
SKJ015-G0303910-2PC-SOFA_8276652523690_47554292023466,,,sofa,luxury
SKJ015-G0303910-2PC-SOFA_8276652523690_47554292023466,,,sofa,luxury
AC7037-G0402110_8276270547114_47552831979690,,,chair,premium
AC7037-G0402110_8276270547114_47552831979690,,,chair,premium
AC7037-G0402110_8276270547114_47552831979690,,,chair,premium
AC7037-G0402190_8276270547114_47552831946922,,,chair,premium
AC7037-G0402190_8276270547114_47552831946922,,,chair,premium
AC7037-G0402190_8276270547114_47552831946922,,,chair,premium
MS708-L1020-3S_8256841285802_47474585075882,,,sofa,luxury
MS708-L1020-3S_8256841285802_47474585075882,,,sofa,luxury
MS708-L1020-3S_8256841285802_47474585075882,,,sofa,luxury
MS708-U243022-3S_8256841285802_47474585043114,,,sofa,luxury
MS708-U243022-3S_8256841285802_47474585043114,,,sofa,luxury
MS708-U243022-3S_8256841285802_47474585043114,,,sofa,luxury
DT7203-1800-OAK-DC_8235052171434_47465478619306,,,table,luxury
DT7203-1800-OAK-DC_8235052171434_47465478619306,,,table,luxury
DT7203-1800-OAK-DC_8235052171434_47465478619306,,,table,luxury
DT7202-1500-OAK-DC_8235051647146_47465368453290,,,table,luxury
DT7202-1500-OAK-DC_8235051647146_47465368453290,,,table,luxury
DT7202-1500-OAK-DC_8235051647146_47465368453290,,,table,luxury
DT7201-1190-OAK-DC_8231517356202_47465346007210,,,table,luxury
DT7201-1190-OAK-DC_8231517356202_47465346007210,,,table,luxury
DT7201-1190-OAK-DC_8231517356202_47465346007210,,,table,luxury
MEA025-CU6722_8277139095722_47555553165482,,,chair,luxury
MEA025-CU6722_8277139095722_47555553165482,,,chair,luxury
MEA025-CU6722_8277139095722_47555553165482,,,chair,luxury
MEA025-M1228_8277139095722_47555518103722,,,chair,luxury
MEA025-M1228_8277139095722_47555518103722,,,chair,luxury
MEA025-M1228_8277139095722_47555518103722,,,chair,luxury
MEA025-U243022_8277139095722_47555518038186,,,chair,luxury
MEA025-U243022_8277139095722_47555518038186,,,chair,luxury
MEA025-U243022_8277139095722_47555518038186,,,chair,luxury
ME7056B-CU016_8276604944554_47554088566954,,,chair,luxury
ME7056B-CU016_8276604944554_47554088566954,,,chair,luxury
ME7056B-CU016_8276604944554_47554088566954,,,chair,luxury
ME7056B-G0402170-Z_7793206132906_47552947224746,,,chair,luxury
ME7056B-G0402170-Z_7793206132906_47552947224746,,,chair,luxury
ME7056B-G0402170-Z_7793206132906_47552947224746,,,chair,luxury
ME7056B-G0402170-M_6956504318122_47552911540394,,,chair,luxury
ME7056B-G0402170-M_6956504318122_47552911540394,,,chair,luxury
ME7056B-G0402170-M_6956504318122_47552911540394,,,chair,luxury
SET-SKJ808-G0303920W-4PC-CORNER_8272885874858_47543296721066,,,sofa,luxury
SET-SKJ808-G0303920W-4PC-CORNER_8272885874858_47543296721066,,,sofa,luxury
SET-SKJ808-G0303920W-4PC-CORNER_8272885874858_47543296721066,,,sofa,luxury
SKJ015-G0303970-C_8273846861994_47542986375338,,,sofa,premium
SKJ015-G0303970-C_8273846861994_47542986375338,,,sofa,premium
SKJ015-G0303970-C_8273846861994_47542986375338,,,sofa,premium
SKJ015-G0303910-C_8273846861994_47542986342570,,,sofa,premium
SKJ015-G0303910-C_8273846861994_47542986342570,,,sofa,premium
SKJ015-G0303910-C_8273846861994_47542986342570,,,sofa,premium
SKJ015-G0303970-AL_8273846468778_47542984573098,,,sofa,premium
SKJ015-G0303970-AL_8273846468778_47542984573098,,,sofa,premium
SKJ015-G0303970-AL_8273846468778_47542984573098,,,sofa,premium
SKJ015-G0303910-AL_8273846468778_47542984540330,,,sofa,premium
SKJ015-G0303910-AL_8273846468778_47542984540330,,,sofa,premium
SKJ015-G0303910-AL_8273846468778_47542984540330,,,sofa,premium
SKJ015-G0303970-6PC-MODULAR_8272885776554_47540816576682,,,sofa,luxury
SKJ015-G0303970-6PC-MODULAR_8272885776554_47540816576682,,,sofa,luxury
SKJ015-G0303970-6PC-MODULAR_8272885776554_47540816576682,,,sofa,luxury
SKJ015-G0303970-CORNER-MODULAR_8272885743786_47540816412842,5-piece modular sectional (126.,11,sofa,luxury
SKJ015-G0303970-CORNER-MODULAR_8272885743786_47540816412842,,,sofa,luxury
SKJ015-G0303970-CORNER-MODULAR_8272885743786_47540816412842,,,sofa,luxury
SKJ015-G0303970-4PC-MODULAR_8272885711018_47540816314538,,,sofa,luxury
SKJ015-G0303970-4PC-MODULAR_8272885711018_47540816314538,,,sofa,luxury
SKJ015-G0303970-4PC-MODULAR_8272885711018_47540816314538,,,sofa,luxury
SKJ015-G0303970-3PC-SOFA_8272885645482_47540814839978,,,sofa,luxury
SKJ015-G0303970-3PC-SOFA_8272885645482_47540814839978,,,sofa,luxury
SKJ015-G0303970-3PC-SOFA_8272885645482_47540814839978,,,sofa,luxury
SKJ015-G0303910-6PC-MODULAR_8272885776554_47538556633258,,,sofa,luxury
SKJ015-G0303910-6PC-MODULAR_8272885776554_47538556633258,,,sofa,luxury
SKJ015-G0303910-6PC-MODULAR_8272885776554_47538556633258,,,sofa,luxury
SKJ015-G0303910-CORNER-MODULAR_8272885743786_47538556600490,5-piece modular sectional (126.,11,sofa,luxury
SKJ015-G0303910-CORNER-MODULAR_8272885743786_47538556600490,,,sofa,luxury
SKJ015-G0303910-CORNER-MODULAR_8272885743786_47538556600490,,,sofa,luxury
SKJ015-G0303910-4PC-MODULAR_8272885711018_47538556567722,,,sofa,luxury
SKJ015-G0303910-4PC-MODULAR_8272885711018_47538556567722,,,sofa,luxury
SKJ015-G0303910-4PC-MODULAR_8272885711018_47538556567722,,,sofa,luxury
SKJ015-G0303910-3PC-SOFA_8272885645482_47538556534954,,,sofa,luxury
SKJ015-G0303910-3PC-SOFA_8272885645482_47538556534954,,,sofa,luxury
SKJ015-G0303910-3PC-SOFA_8272885645482_47538556534954,,,sofa,luxury
MS301-A0400502-1PS_8272885612714_47538556469418,,,chair,luxury
MS301-A0400502-1PS_8272885612714_47538556469418,,,chair,luxury
MS301-A0400502-1PS_8272885612714_47538556469418,,,chair,luxury
SET-SKJ808-G0303970W-4PC-CORNER_8272885874858_47543296753834,,,sofa,luxury
SET-SKJ808-G0303970W-4PC-CORNER_8272885874858_47543296753834,,,sofa,luxury
SET-SKJ808-G0303970W-4PC-CORNER_8272885874858_47543296753834,,,sofa,luxury
SET-SKJ808-G0303970W-3PC-OTTOMAN_8272885842090_47543293018282,,,sofa,luxury
SET-SKJ808-G0303970W-3PC-OTTOMAN_8272885842090_47543293018282,,,sofa,luxury
SET-SKJ808-G0303970W-3PC-OTTOMAN_8272885842090_47543293018282,,,sofa,luxury
SKJ808-G0303970W-AL-2_8272886202538_47541982953642,,,sofa,luxury
SKJ808-G0303970W-AL-2_8272886202538_47541982953642,,,sofa,luxury
SKJ808-G0303970W-AL-2_8272886202538_47541982953642,,,sofa,luxury
SKJ808-G0303920W-AL-2_8272886202538_47541982920874,,,sofa,luxury
SKJ808-G0303920W-AL-2_8272886202538_47541982920874,,,sofa,luxury
SKJ808-G0303920W-AL-2_8272886202538_47541982920874,,,sofa,luxury
SET-SKJ808-G0303970W-CORNER-MODULAR_8272885907626_47541562212522,,,sofa,luxury
SET-SKJ808-G0303970W-CORNER-MODULAR_8272885907626_47541562212522,,,sofa,luxury
SET-SKJ808-G0303970W-CORNER-MODULAR_8272885907626_47541562212522,,,sofa,luxury
SET-SKJ808-G0303920W-CORNER-MODULAR_8272885907626_47541562179754,,,sofa,luxury
SET-SKJ808-G0303920W-CORNER-MODULAR_8272885907626_47541562179754,,,sofa,luxury
SET-SKJ808-G0303920W-CORNER-MODULAR_8272885907626_47541562179754,,,sofa,luxury
SET-SKJ808-G0303970W-5PC_8272885907626_47538590482602,,,sofa,luxury
SET-SKJ808-G0303970W-5PC_8272885907626_47538590482602,,,sofa,luxury
SET-SKJ808-G0303970W-5PC_8272885907626_47538590482602,,,sofa,luxury
SET-SKJ808-G0303970W-6PC-BED_8272886104234_47538590253226,,,sofa,luxury
SET-SKJ808-G0303970W-6PC-BED_8272886104234_47538590253226,,,sofa,luxury
SET-SKJ808-G0303970W-6PC-BED_8272886104234_47538590253226,,,sofa,luxury
SKJ808-G0303970W-O_8272886169770_47538589958314,spacious & versatile storage ottoman.,9,sofa,luxury
SKJ808-G0303970W-O_8272886169770_47538589958314,,,sofa,luxury
SKJ808-G0303970W-O_8272886169770_47538589958314,,,sofa,luxury
SKJ808-G0303970W-C_8272886235306_47538585501866,,,sofa,luxury
SKJ808-G0303970W-C_8272886235306_47538585501866,,,sofa,luxury
SKJ808-G0303970W-C_8272886235306_47538585501866,,,sofa,luxury
SKJ808-G0303970W-AL_8272886202538_47538582225066,,,sofa,luxury
SKJ808-G0303970W-AL_8272886202538_47538582225066,,,sofa,luxury
SKJ808-G0303970W-AL_8272886202538_47538582225066,,,sofa,luxury
SET-SKJ808-G0303970W-4PC_8272885874858_47538580193450,,,sofa,luxury
SET-SKJ808-G0303970W-4PC_8272885874858_47538580193450,,,sofa,luxury
SET-SKJ808-G0303970W-4PC_8272885874858_47538580193450,,,sofa,luxury
SET-SKJ808-G0303970W-3PC_8272885842090_47538580029610,,,sofa,luxury
SET-SKJ808-G0303970W-3PC_8272885842090_47538580029610,,,sofa,luxury
SET-SKJ808-G0303970W-3PC_8272885842090_47538580029610,,,sofa,luxury
SET-SKJ808-G0303970W-2PC_8272885809322_47538579767466,,,sofa,luxury
SET-SKJ808-G0303970W-2PC_8272885809322_47538579767466,,,sofa,luxury
SET-SKJ808-G0303970W-2PC_8272885809322_47538579767466,,,sofa,luxury
SKJ808-G0303920W-C_8272886235306_47538557223082,,,sofa,luxury
SKJ808-G0303920W-C_8272886235306_47538557223082,,,sofa,luxury
SKJ808-G0303920W-C_8272886235306_47538557223082,,,sofa,luxury
SKJ808-G0303920W-AL_8272886202538_47538557190314,,,sofa,luxury
SKJ808-G0303920W-AL_8272886202538_47538557190314,,,sofa,luxury
SKJ808-G0303920W-AL_8272886202538_47538557190314,,,sofa,luxury
SKJ808-G0303920W-O_8272886169770_47538557157546,spacious & versatile storage ottoman.,9,sofa,luxury
SKJ808-G0303920W-O_8272886169770_47538557157546,,,sofa,luxury
SKJ808-G0303920W-O_8272886169770_47538557157546,,,sofa,luxury
SET-SKJ808-G0303920W-6PC-BED_8272886104234_47538557092010,,,sofa,luxury
SET-SKJ808-G0303920W-6PC-BED_8272886104234_47538557092010,,,sofa,luxury
SET-SKJ808-G0303920W-6PC-BED_8272886104234_47538557092010,,,sofa,luxury
SET-SKJ808-G0303920W-5PC_8272885907626_47538556829866,,,sofa,luxury
SET-SKJ808-G0303920W-5PC_8272885907626_47538556829866,,,sofa,luxury
SET-SKJ808-G0303920W-5PC_8272885907626_47538556829866,,,sofa,luxury
SET-SKJ808-G0303920W-4PC_8272885874858_47538556731562,,,sofa,luxury
SET-SKJ808-G0303920W-4PC_8272885874858_47538556731562,,,sofa,luxury
SET-SKJ808-G0303920W-4PC_8272885874858_47538556731562,,,sofa,luxury
SET-SKJ808-G0303920W-3PC_8272885842090_47538556698794,,,sofa,luxury
SET-SKJ808-G0303920W-3PC_8272885842090_47538556698794,,,sofa,luxury
SET-SKJ808-G0303920W-3PC_8272885842090_47538556698794,,,sofa,luxury
SET-SKJ808-G0303920W-2PC_8272885809322_47538556666026,,,sofa,luxury
SET-SKJ808-G0303920W-2PC_8272885809322_47538556666026,,,sofa,luxury
SET-SKJ808-G0303920W-2PC_8272885809322_47538556666026,,,sofa,luxury
SKJ001B-CU6722-4PC-MODULAR_8036334174378_47536713334954,4-piece oversized modular sofa with chaise.,14,sofa,luxury
SKJ001B-CU6722-4PC-MODULAR_8036334174378_47536713334954,,,sofa,luxury
SKJ001B-CU6722-4PC-MODULAR_8036334174378_47536713334954,,,sofa,luxury
SKJ001B-CU6722-2PC-SOFA_8039473316010_47536682434730,2-piece oversized modular sofa.,11,sofa,premium
SKJ001B-CU6722-2PC-SOFA_8039473316010_47536682434730,,,sofa,premium
SKJ001B-CU6722-2PC-SOFA_8039473316010_47536682434730,,,sofa,premium
BS7079-G0402110_8271202812074_47528077656234,,,chair,premium
BS7079-G0402110_8271202812074_47528077656234,,,chair,premium
BS7079-G0402110_8271202812074_47528077656234,,,chair,premium
BS7079-G0402190_8271202812074_47528077623466,,,chair,premium
BS7079-G0402190_8271202812074_47528077623466,,,chair,premium
BS7079-G0402190_8271202812074_47528077623466,,,chair,premium
BS7079-8023-1_8271202812074_47528077590698,,,chair,premium
BS7079-8023-1_8271202812074_47528077590698,,,chair,premium
BS7079-8023-1_8271202812074_47528077590698,,,chair,premium
SKJ001B-CU6722-6PC-MODULAR_8040585986218_47520220315818,6-piece oversized modular sofa with chaise.,14,sofa,luxury
SKJ001B-CU6722-6PC-MODULAR_8040585986218_47520220315818,,,sofa,luxury
SKJ001B-CU6722-6PC-MODULAR_8040585986218_47520220315818,,,sofa,luxury
SKJ001B-CU6722-CORNER-MODULAR_8039456702634_47520200687786,5-piece oversized modular sectional.,13,sofa,luxury
SKJ001B-CU6722-CORNER-MODULAR_8039456702634_47520200687786,,,sofa,luxury
SKJ001B-CU6722-CORNER-MODULAR_8039456702634_47520200687786,,,sofa,luxury
SKJ001B-CU6722-5PC-SOFA_8039456702634_47520200655018,5-piece oversized modular sectional.,13,sofa,luxury
SKJ001B-CU6722-5PC-SOFA_8039456702634_47520200655018,,,sofa,luxury
SKJ001B-CU6722-5PC-SOFA_8039456702634_47520200655018,,,sofa,luxury
SKJ001B-CU6722-3PC-SOFA_8039382024362_47520083050666,3-piece oversized modular sofa.,11,sofa,premium
SKJ001B-CU6722-3PC-SOFA_8039382024362_47520083050666,,,sofa,premium
SKJ001B-CU6722-3PC-SOFA_8039382024362_47520083050666,,,sofa,premium
MEA5027-L7502_8269149700266_47516322693290,,,chair,luxury
MEA5027-L7502_8269149700266_47516322693290,,,chair,luxury
MEA5027-L7502_8269149700266_47516322693290,,,chair,luxury
MEA5027-L7519_8269149700266_47516322660522,,,chair,luxury
MEA5027-L7519_8269149700266_47516322660522,,,chair,luxury
MEA5027-L7519_8269149700266_47516322660522,,,chair,luxury
MEA5027-L7520_8269149700266_47516322627754,,,chair,luxury
MEA5027-L7520_8269149700266_47516322627754,,,chair,luxury
MEA5027-L7520_8269149700266_47516322627754,,,chair,luxury
DT7204-2000-OAK-DC_8233166864554_47465483403434,,,table,luxury
DT7204-2000-OAK-DC_8233166864554_47465483403434,,,table,luxury
DT7204-2000-OAK-DC_8233166864554_47465483403434,,,table,luxury
DT7204-2000-WALNUT-DC_8233166864554_47465483370666,,,table,luxury
DT7204-2000-WALNUT-DC_8233166864554_47465483370666,,,table,luxury
DT7204-2000-WALNUT-DC_8233166864554_47465483370666,,,table,luxury
MEA022-CU6724_8255917228202_47471896625322,,,chair,premium
MEA022-CU6724_8255917228202_47471896625322,,,chair,premium
MEA022-CU6724_8255917228202_47471896625322,,,chair,premium
MEA022-CU6723_8255917228202_47471896592554,,,chair,premium
MEA022-CU6723_8255917228202_47471896592554,,,chair,premium
MEA022-CU6723_8255917228202_47471896592554,,,chair,premium
MEA022-CU6722_8255917228202_47471896559786,,,chair,premium
MEA022-CU6722_8255917228202_47471896559786,,,chair,premium
MEA022-CU6722_8255917228202_47471896559786,,,chair,premium
DT7203-1800-WALNUT-DC_8235052171434_47465478586538,,,table,luxury
DT7203-1800-WALNUT-DC_8235052171434_47465478586538,,,table,luxury
DT7203-1800-WALNUT-DC_8235052171434_47465478586538,,,table,luxury
DT7202-1500-WALNUT-DC_8235051647146_47465368420522,,,table,luxury
DT7202-1500-WALNUT-DC_8235051647146_47465368420522,,,table,luxury
DT7202-1500-WALNUT-DC_8235051647146_47465368420522,,,table,luxury
DT7201-1500-OAK-DC_8231517356202_47465346039978,,,table,luxury
DT7201-1500-OAK-DC_8231517356202_47465346039978,,,table,luxury
DT7201-1500-OAK-DC_8231517356202_47465346039978,,,table,luxury
DT7201-1500-WALNUT-DC_8231517356202_47465345974442,,,table,luxury
DT7201-1500-WALNUT-DC_8231517356202_47465345974442,,,table,luxury
DT7201-1500-WALNUT-DC_8231517356202_47465345974442,,,table,luxury
DT7201-1190-WALNUT-DC_8231517356202_47465345941674,,,table,luxury
DT7201-1190-WALNUT-DC_8231517356202_47465345941674,,,table,luxury
DT7201-1190-WALNUT-DC_8231517356202_47465345941674,,,table,luxury
DC7502-PU6030_8249096077482_47446336077994,,,chair,premium
DC7502-PU6030_8249096077482_47446336077994,,,chair,premium
DC7502-PU6030_8249096077482_47446336077994,,,chair,premium
DC7502-G0402190_8249096077482_47446336045226,,,chair,premium
DC7502-G0402190_8249096077482_47446336045226,,,chair,premium
DC7502-G0402190_8249096077482_47446336045226,,,chair,premium
ME7A6067-XL-NP20097_7976510226602_47391929663658,,,chair,luxury
ME7A6067-XL-NP20097_7976510226602_47391929663658,,,chair,luxury
ME7A6067-XL-NP20097_7976510226602_47391929663658,,,chair,luxury
S7011-G0201691-O_8206277148842_47287765237930,,,sofa,luxury
S7011-G0201691-O_8206277148842_47287765237930,,,sofa,luxury
S7011-G0201691-O_8206277148842_47287765237930,,,sofa,luxury
S7011-G0201691-3S-O_8206277148842_47287697309866,,,sofa,luxury
S7011-G0201691-3S-O_8206277148842_47287697309866,,,sofa,luxury
S7011-G0201691-3S-O_8206277148842_47287697309866,,,sofa,luxury
DC7108-FG33717-02_8236145082538_47408001613994,,,chair,high
DC7108-FG33717-02_8236145082538_47408001613994,,,chair,high
DC7108-FG33717-02_8236145082538_47408001613994,,,chair,high
S7011-G0201621-3S-O_8206277148842_47287697342634,,,sofa,luxury
S7011-G0201621-3S-O_8206277148842_47287697342634,,,sofa,luxury
S7011-G0201621-3S-O_8206277148842_47287697342634,,,sofa,luxury
S7003-G0202320W-AL_7681985216682_47282505449642,,,sofa,luxury
S7003-G0202320W-AL_7681985216682_47282505449642,,,sofa,luxury
S7003-G0202320W-AL_7681985216682_47282505449642,,,sofa,luxury
S7003-G0202320W-O_7681985216682_47282505351338,,,sofa,premium
S7003-G0202320W-O_7681985216682_47282505351338,,,sofa,premium
S7003-G0202320W-O_7681985216682_47282505351338,,,sofa,premium
S7003-G0202320W-CT_8143042674858_47282498928810,,,sofa,high
S7003-G0202320W-CT_8143042674858_47282498928810,,,sofa,high
S7003-G0202320W-CT_8143042674858_47282498928810,,,sofa,high
S7003-G0202320W-C_8143048966314_47282494046378,,,sofa,luxury
S7003-G0202320W-C_8143048966314_47282494046378,,,sofa,luxury
S7003-G0202320W-C_8143048966314_47282494046378,,,sofa,luxury
SKJ801-G0405970-SEC-RCL_8248444125354_47442599608490,,,sofa,luxury
SKJ801-G0405970-SEC-RCL_8248444125354_47442599608490,,,sofa,luxury
SKJ801-G0405970-SEC-RCL_8248444125354_47442599608490,,,sofa,luxury
SKJ801-G0405970-SEC-LCL_8248444125354_47442599575722,,,sofa,luxury
SKJ801-G0405970-SEC-LCL_8248444125354_47442599575722,,,sofa,luxury
SKJ801-G0405970-SEC-LCL_8248444125354_47442599575722,,,sofa,luxury
SKJ801-G0402911-SEC-RCL_8248444125354_47442599542954,,,sofa,luxury
SKJ801-G0402911-SEC-RCL_8248444125354_47442599542954,,,sofa,luxury
SKJ801-G0402911-SEC-RCL_8248444125354_47442599542954,,,sofa,luxury
SKJ801-G0402911-SEC-LCL_8248444125354_47442599510186,,,sofa,luxury
SKJ801-G0402911-SEC-LCL_8248444125354_47442599510186,,,sofa,luxury
SKJ801-G0402911-SEC-LCL_8248444125354_47442599510186,,,sofa,luxury
DT7204-2000-OAK_8233166864554_47401974956202,,,table,luxury
DT7204-2000-OAK_8233166864554_47401974956202,,,table,luxury
DT7204-2000-OAK_8233166864554_47401974956202,,,table,luxury
DT7204-2000-WALNUT_8233166864554_47401974890666,,,table,luxury
DT7204-2000-WALNUT_8233166864554_47401974890666,,,table,luxury
DT7204-2000-WALNUT_8233166864554_47401974890666,,,table,luxury
SKJ801-G0405970-AL_8248444158122_47442599674026,one package – 1 armless chair,9,sofa,luxury
SKJ801-G0405970-AL_8248444158122_47442599674026,,,sofa,luxury
SKJ801-G0405970-AL_8248444158122_47442599674026,,,sofa,luxury
SKJ801-G0402911-AL_8248444158122_47442599641258,one package – 1 armless chair,9,sofa,luxury
SKJ801-G0402911-AL_8248444158122_47442599641258,,,sofa,luxury
SKJ801-G0402911-AL_8248444158122_47442599641258,,,sofa,luxury
SKJ801-G0405970-2PC-SOFA_8248444059818_47442599411882,,,sofa,luxury
SKJ801-G0405970-2PC-SOFA_8248444059818_47442599411882,,,sofa,luxury
SKJ801-G0405970-2PC-SOFA_8248444059818_47442599411882,,,sofa,luxury
SKJ801-G0402911-2PC-SOFA_8248444059818_47442599379114,,,sofa,luxury
